id,name
1,北京大学
2,清华大学
3,上海交通大学
4,复旦大学
5,浙江大学
6,国防科大
7,中国科学技术大学
8,中国人民大学
9,南京大学
10,北京航空航天大学
11,北京理工大学
12,哈尔滨工业大学
13,西安交通大学
14,南开大学
15,同济大学
16,武汉大学
17,华中科技大学
18,北京师范大学
19,东南大学
20,四川大学
21,华东师范大学
22,电子科技大学
23,中山大学
24,天津大学
25,厦门大学
26,华南理工大学
27,西北工业大学
28,山东大学
29,重庆大学
30,中南大学
31,吉林大学
32,兰州大学
33,大连理工大学
34,中国农业大学
35,中国海洋大学
36,中央民族大学
37,湖南大学
38,东北大学
39,西北农林科技大学
